ranking_date,year,semester,rank,team,acronym,total_points,previous_points,diff_points
2016-12-31,2016,2,63,Montenegro,MNE,549.0,549.0,0.0
2016-12-31,2016,2,64,United Arab Emirates,UAE,542.0,537.0,5.0
2016-12-31,2016,2,65,Cameroon,CMR,534.0,534.0,0.0
2016-12-31,2016,2,66,Benin,BEN,531.0,526.0,5.0
2016-12-31,2016,2,67,Scotland,SCO,524.0,524.0,0.0
2016-12-31,2016,2,68,Guinea-Bissau,GNB,515.0,515.0,0.0
2016-12-31,2016,2,69,Guinea,GUI,507.0,500.0,7.0
2016-12-31,2016,2,70,Congo,CGO,504.0,504.0,0.0
2016-12-31,2016,2,71,Bulgaria,BUL,492.0,492.0,0.0
2016-12-31,2016,2,72,Uganda,UGA,490.0,488.0,2.0
2016-12-31,2016,2,73,Haiti,HAI,489.0,505.0,-16.0
2016-12-31,2016,2,74,Belarus,BLR,470.0,470.0,0.0
2016-12-31,2016,2,75,Curacao,CUW,467.0,467.0,0.0
2016-12-31,2016,2,75,Honduras,HON,467.0,461.0,6.0
2016-12-31,2016,2,77,Jamaica,JAM,463.0,461.0,2.0
2016-12-31,2016,2,78,Trinidad and Tobago,TRI,451.0,454.0,-3.0
2016-12-31,2016,2,79,Guatemala,GUA,450.0,450.0,0.0
2016-12-31,2016,2,80,Cape Verde,CPV,443.0,443.0,0.0
2016-12-31,2016,2,80,St. Kitts and Nevis,SKN,443.0,443.0,0.0
2016-12-31,2016,2,82,China PR,CHN,427.0,423.0,4.0
2016-12-31,2016,2,83,Faroe Islands,FRO,422.0,422.0,0.0
2016-12-31,2016,2,83,Norway,NOR,422.0,422.0,0.0
2016-12-31,2016,2,85,Libya,LBY,417.0,417.0,0.0
2016-12-31,2016,2,86,Armenia,ARM,412.0,412.0,0.0
2016-12-31,2016,2,87,Qatar,QAT,411.0,409.0,2.0
2016-12-31,2016,2,88,Zambia,ZAM,401.0,374.0,27.0
2016-12-31,2016,2,89,Kenya,KEN,395.0,397.0,-2.0
2016-12-31,2016,2,90,Azerbaijan,AZE,386.0,386.0,0.0
2016-12-31,2016,2,91,Togo,TOG,385.0,374.0,11.0
2016-12-31,2016,2,92,Rwanda,RWA,373.0,336.0,37.0
2016-12-31,2016,2,93,Antigua and Barbuda,ATG,370.0,433.0,-63.0
2016-12-31,2016,2,94,Finland,FIN,368.0,368.0,0.0
2016-12-31,2016,2,95,Bolivia,BOL,359.0,359.0,0.0
2016-12-31,2016,2,96,Sierra Leone,SLE,355.0,357.0,-2.0
2016-12-31,2016,2,96,Syria,SYR,355.0,363.0,-8.0
2016-12-31,2016,2,98,Kazakhstan,KAZ,354.0,354.0,0.0
2016-12-31,2016,2,99,Namibia,NAM,347.0,347.0,0.0
2016-12-31,2016,2,100,Eswatini,SWZ,343.0,343.0,0.0
2016-12-31,2016,2,101,Liberia,LBR,338.0,327.0,11.0
2016-12-31,2016,2,102,Zimbabwe,ZIM,334.0,334.0,0.0
2016-12-31,2016,2,103,Malawi,MWI,330.0,327.0,3.0
2016-12-31,2016,2,104,Central African Republic,CTA,325.0,325.0,0.0
2016-12-31,2016,2,105,Jordan,JOR,324.0,313.0,11.0
2016-12-31,2016,2,105,Lithuania,LTU,324.0,324.0,0.0
2016-12-31,2016,2,107,Mozambique,MOZ,319.0,320.0,-1.0
2016-12-31,2016,2,108,Mauritania,MTN,317.0,322.0,-5.0
2016-12-31,2016,2,109,New Zealand,NZL,311.0,311.0,0.0
2016-12-31,2016,2,110,Gabon,GAB,308.0,308.0,0.0
2016-12-31,2016,2,111,Latvia,LVA,304.0,304.0,0.0
2016-12-31,2016,2,112,Botswana,BOT,296.0,296.0,0.0
2016-12-31,2016,2,112,Ethiopia,ETH,296.0,291.0,5.0
2016-12-31,2016,2,114,Equatorial Guinea,EQG,293.0,293.0,0.0
2016-12-31,2016,2,115,Cyprus,CYP,290.0,290.0,0.0
2016-12-31,2016,2,116,Estonia,EST,285.0,266.0,19.0
2016-12-31,2016,2,117,Canada,CAN,282.0,282.0,0.0
2016-12-31,2016,2,118,Georgia,GEO,281.0,281.0,0.0
2016-12-31,2016,2,119,Iraq,IRQ,278.0,279.0,-1.0
2016-12-31,2016,2,120,Philippines,PHI,273.0,289.0,-16.0
2016-12-31,2016,2,121,Oman,OMA,272.0,266.0,6.0
2016-12-31,2016,2,122,Kyrgyz Republic,KGZ,265.0,265.0,0.0
2016-12-31,2016,2,123,Bahrain,BHR,264.0,259.0,5.0
2016-12-31,2016,2,124,Nicaragua,NCA,262.0,346.0,-84.0
2016-12-31,2016,2,125,Korea DPR,PRK,257.0,274.0,-17.0
2016-12-31,2016,2,126,Thailand,THA,254.0,235.0,19.0
2016-12-31,2016,2,127,Niger,NIG,246.0,246.0,0.0
2016-12-31,2016,2,128,Dominican Republic,DOM,242.0,263.0,-21.0
2016-12-31,2016,2,129,Tajikistan,TJK,231.0,231.0,0.0
2016-12-31,2016,2,130,Luxembourg,LUX,230.0,230.0,0.0
2016-12-31,2016,2,131,Palestine,PLE,229.0,222.0,7.0
2016-12-31,2016,2,132,Guyana,GUY,221.0,221.0,0.0
2016-12-31,2016,2,133,Madagascar,MAD,220.0,220.0,0.0
2016-12-31,2016,2,134,Vietnam,VIE,218.0,235.0,-17.0
2016-12-31,2016,2,135,India,IND,217.0,217.0,0.0
2016-12-31,2016,2,135,Sudan,SDN,217.0,205.0,12.0
2016-12-31,2016,2,137,El Salvador,SLV,216.0,216.0,0.0
2016-12-31,2016,2,138,Burundi,BDI,213.0,222.0,-9.0
2016-12-31,2016,2,139,Hong Kong,HKG,210.0,205.0,5.0
2016-12-31,2016,2,140,Comoros,COM,205.0,206.0,-1.0
2016-12-31,2016,2,141,Lesotho,LES,202.0,202.0,0.0
2016-12-31,2016,2,142,Turkmenistan,TKM,200.0,200.0,0.0
2016-12-31,2016,2,143,Angola,ANG,199.0,199.0,0.0
2016-12-31,2016,2,144,Puerto Rico,PUR,194.0,194.0,0.0
2016-12-31,2016,2,145,Mauritius,MRI,191.0,194.0,-3.0
2016-12-31,2016,2,146,Afghanistan,AFG,189.0,189.0,0.0
2016-12-31,2016,2,147,Lebanon,LIB,186.0,185.0,1.0
2016-12-31,2016,2,148,Tahiti,TAH,184.0,184.0,0.0
2016-12-31,2016,2,148,Yemen,YEM,184.0,184.0,0.0
2016-12-31,2016,2,150,Suriname,SUR,183.0,183.0,0.0
2016-12-31,2016,2,151,Cuba,CUB,180.0,264.0,-84.0
2016-12-31,2016,2,152,Chad,CHA,179.0,179.0,0.0
2016-12-31,2016,2,153,Sao Tome e Principe,STP,177.0,177.0,0.0
2016-12-31,2016,2,154,Maldives,MDV,174.0,165.0,9.0
2016-12-31,2016,2,155,Barbados,BRB,163.0,163.0,0.0
2016-12-31,2016,2,156,Tanzania,TAN,154.0,146.0,8.0
2016-12-31,2016,2,157,Taiwan,TPE,153.0,149.0,4.0
2016-12-31,2016,2,158,Grenada,GRN,150.0,150.0,0.0
2016-12-31,2016,2,159,Myanmar,MYA,148.0,131.0,17.0
2016-12-31,2016,2,160,Aruba,ARU,147.0,147.0,0.0
2016-12-31,2016,2,161,Malaysia,MAS,143.0,158.0,-15.0
2016-12-31,2016,2,162,FYR Macedonia,MKD,142.0,138.0,4.0
2016-12-31,2016,2,163,Belize,BLZ,141.0,141.0,0.0
2016-12-31,2016,2,164,Moldova,MDA,138.0,138.0,0.0
2016-12-31,2016,2,165,Kosovo,KOS,135.0,135.0,0.0
2016-12-31,2016,2,165,Singapore,SGP,135.0,138.0,-3.0
2016-12-31,2016,2,167,Laos,LAO,134.0,130.0,4.0
2016-12-31,2016,2,168,New Caledonia,NCL,123.0,123.0,0.0
2016-12-31,2016,2,168,South Sudan,SSD,123.0,123.0,0.0
2016-12-31,2016,2,170,Papua New Guinea,PNG,122.0,122.0,0.0
2016-12-31,2016,2,171,Indonesia,IDN,120.0,100.0,20.0
2016-12-31,2016,2,171,Kuwait,KUW,120.0,117.0,3.0
2016-12-31,2016,2,173,Cambodia,CAM,118.0,129.0,-11.0
2016-12-31,2016,2,174,Dominica,DMA,113.0,110.0,3.0
2016-12-31,2016,2,175,Gambia,GAM,106.0,106.0,0.0
2016-12-31,2016,2,175,Vanuatu,VAN,106.0,106.0,0.0
2016-12-31,2016,2,177,Bhutan,BHU,103.0,103.0,0.0
2016-12-31,2016,2,177,St. Lucia,LCA,103.0,95.0,8.0
2016-12-31,2016,2,179,Fiji,FIJ,102.0,102.0,0.0
2016-12-31,2016,2,179,St. Vincent / Grenadines,VIN,102.0,102.0,0.0
2016-12-31,2016,2,181,Nepal,NEP,96.0,90.0,6.0
2016-12-31,2016,2,182,Guam,GUM,89.0,81.0,8.0
2016-12-31,2016,2,183,Malta,MLT,85.0,85.0,0.0
2016-12-31,2016,2,184,Macau,MAC,82.0,82.0,0.0
2016-12-31,2016,2,185,Bangladesh,BAN,81.0,84.0,-3.0
2016-12-31,2016,2,186,Seychelles,SEY,78.0,79.0,-1.0
2016-12-31,2016,2,187,Bermuda,BER,77.0,77.0,0.0
2016-12-31,2016,2,187,Solomon Islands,SOL,77.0,77.0,0.0
2016-12-31,2016,2,189,Liechtenstein,LIE,75.0,75.0,0.0
2016-12-31,2016,2,190,Brunei Darussalam,BRU,74.0,74.0,0.0
2016-12-31,2016,2,191,American Samoa,ASA,64.0,64.0,0.0
2016-12-31,2016,2,191,Cook Islands,COK,64.0,64.0,0.0
2016-12-31,2016,2,191,Samoa,SAM,64.0,64.0,0.0
2016-12-31,2016,2,191,Timor-Leste,TLS,64.0,64.0,0.0
2016-12-31,2016,2,195,Sri Lanka,SRI,44.0,44.0,0.0
2016-12-31,2016,2,195,United States Virgin Islands,VIR,44.0,44.0,0.0
2016-12-31,2016,2,197,Pakistan,PAK,40.0,40.0,0.0
2016-12-31,2016,2,198,Mongolia,MNG,38.0,38.0,0.0
2016-12-31,2016,2,199,Montserrat,MSR,30.0,30.0,0.0
2016-12-31,2016,2,200,Cayman Islands,CAY,21.0,21.0,0.0
2016-12-31,2016,2,201,Turks and Caicos Islands,TCA,20.0,20.0,0.0
2016-12-31,2016,2,202,San Marino,SMR,17.0,17.0,0.0
2016-12-31,2016,2,203,Andorra,AND,12.0,12.0,0.0
2016-12-31,2016,2,204,British Virgin Islands,VGB,11.0,11.0,0.0
2016-12-31,2016,2,205,Anguilla,AIA,0.0,0.0,0.0
2016-12-31,2016,2,205,Bahamas,BAH,0.0,0.0,0.0
2016-12-31,2016,2,205,Djibouti,DJI,0.0,0.0,0.0
2016-12-31,2016,2,205,Eritrea,ERI,0.0,0.0,0.0
2016-12-31,2016,2,205,Gibraltar,GIB,0.0,0.0,0.0
2016-12-31,2016,2,205,Somalia,SOM,0.0,0.0,0.0
2016-12-31,2016,2,205,Tonga,TGA,0.0,0.0,0.0
2017-06-30,2017,1,1,Germany,GER,1609.0,1511.0,98.0
2017-06-30,2017,1,2,Brazil,BRA,1603.0,1715.0,-112.0
2017-06-30,2017,1,3,Argentina,ARG,1413.0,1626.0,-213.0
2017-06-30,2017,1,4,Portugal,POR,1332.0,1267.0,65.0
2017-06-30,2017,1,5,Switzerland,SUI,1329.0,1263.0,66.0
2017-06-30,2017,1,6,Poland,POL,1319.0,1198.0,121.0
2017-06-30,2017,1,7,Chile,CHI,1250.0,1422.0,-172.0
2017-06-30,2017,1,8,Colombia,COL,1208.0,1366.0,-158.0
2017-06-30,2017,1,9,France,FRA,1199.0,1332.0,-133.0
2017-06-30,2017,1,10,Belgium,BEL,1194.0,1292.0,-98.0
2017-06-30,2017,1,11,Spain,ESP,1114.0,1198.0,-84.0
2017-06-30,2017,1,12,Italy,ITA,1059.0,1193.0,-134.0
2017-06-30,2017,1,13,England,ENG,1051.0,1119.0,-68.0
2017-06-30,2017,1,14,Peru,PER,1014.0,1108.0,-94.0
2017-06-30,2017,1,15,Croatia,CRO,1007.0,1033.0,-26.0
2017-06-30,2017,1,16,Mexico,MEX,1003.0,1050.0,-47.0
2017-06-30,2017,1,17,Uruguay,URU,995.0,1099.0,-104.0
2017-06-30,2017,1,18,Sweden,SWE,933.0,793.0,140.0
2017-06-30,2017,1,19,Iceland,ISL,927.0,877.0,50.0
2017-06-30,2017,1,20,Wales,WAL,922.0,1119.0,-197.0
2017-06-30,2017,1,21,Slovakia,SVK,917.0,883.0,34.0
2017-06-30,2017,1,22,Northern Ireland,NIR,897.0,837.0,60.0
2017-06-30,2017,1,23,Iran,IRN,893.0,829.0,64.0
2017-06-30,2017,1,24,Egypt,EGY,866.0,903.0,-37.0
2017-06-30,2017,1,25,Ukraine,UKR,843.0,737.0,106.0
2017-06-30,2017,1,26,Costa Rica,CRC,839.0,913.0,-74.0
2017-06-30,2017,1,27,Senegal,SEN,831.0,839.0,-8.0
2017-06-30,2017,1,28,DR Congo,COD,823.0,728.0,95.0
2017-06-30,2017,1,29,Republic of Ireland,IRL,816.0,854.0,-38.0
2017-06-30,2017,1,30,Bosnia and Herzegovina,BIH,815.0,835.0,-20.0
2017-06-30,2017,1,31,Ecuador,ECU,791.0,858.0,-67.0
2017-06-30,2017,1,32,Netherlands,NED,782.0,820.0,-38.0
2017-06-30,2017,1,33,Turkey,TUR,779.0,855.0,-76.0
2017-06-30,2017,1,34,Tunisia,TUN,764.0,705.0,59.0
2017-06-30,2017,1,35,United States,USA,752.0,861.0,-109.0
2017-06-30,2017,1,36,Cameroon,CMR,738.0,811.0,-73.0
2017-06-30,2017,1,37,Austria,AUT,723.0,750.0,-27.0
2017-06-30,2017,1,38,Greece,GRE,716.0,726.0,-10.0
2017-06-30,2017,1,39,Nigeria,NGA,715.0,730.0,-15.0
2017-06-30,2017,1,40,Czechia,CZE,714.0,690.0,24.0
2017-06-30,2017,1,40,Paraguay,PAR,714.0,748.0,-34.0
2017-06-30,2017,1,42,Romania,ROU,713.0,686.0,27.0
2017-06-30,2017,1,42,Serbia,SRB,713.0,666.0,47.0
2017-06-30,2017,1,44,Burkina Faso,BFA,698.0,705.0,-7.0
2017-06-30,2017,1,45,Australia,AUS,689.0,681.0,8.0
2017-06-30,2017,1,46,Japan,JPN,684.0,689.0,-5.0
2017-06-30,2017,1,47,Denmark,DEN,683.0,660.0,23.0
2017-06-30,2017,1,48,Algeria,ALG,677.0,636.0,41.0
2017-06-30,2017,1,49,Haiti,HAI,667.0,554.0,113.0
2017-06-30,2017,1,50,Ghana,GHA,665.0,678.0,-13.0
2017-06-30,2017,1,51,South Korea,KOR,662.0,703.0,-41.0
2017-06-30,2017,1,52,Panama,PAN,653.0,626.0,27.0
2017-06-30,2017,1,53,Slovenia,SVN,652.0,631.0,21.0
2017-06-30,2017,1,54,Bulgaria,BUL,643.0,615.0,28.0
2017-06-30,2017,1,54,Montenegro,MNE,643.0,647.0,-4.0
2017-06-30,2017,1,56,Côte d'Ivoire,CIV,631.0,685.0,-54.0
2017-06-30,2017,1,57,Hungary,HUN,616.0,802.0,-186.0
2017-06-30,2017,1,58,Scotland,SCO,612.0,603.0,9.0
2017-06-30,2017,1,59,Mali,MLI,607.0,544.0,63.0
2017-06-30,2017,1,60,Morocco,MAR,604.0,631.0,-27.0
2017-06-30,2017,1,61,Saudi Arabia,KSA,601.0,636.0,-35.0
2017-06-30,2017,1,62,Russia,RUS,590.0,561.0,29.0
2017-06-30,2017,1,63,Albania,ALB,583.0,544.0,39.0
2017-06-30,2017,1,64,South Africa,RSA,581.0,547.0,34.0
2017-06-30,2017,1,65,Uzbekistan,UZB,579.0,582.0,-3.0
2017-06-30,2017,1,66,Guinea,GUI,541.0,476.0,65.0
2017-06-30,2017,1,67,Bolivia,BOL,532.0,473.0,59.0
2017-06-30,2017,1,68,Curacao,CUW,531.0,492.0,39.0
2017-06-30,2017,1,69,Venezuela,VEN,521.0,630.0,-109.0
2017-06-30,2017,1,70,Israel,ISR,512.0,635.0,-123.0
2017-06-30,2017,1,71,Belarus,BLR,503.0,419.0,84.0
2017-06-30,2017,1,72,Honduras,HON,499.0,517.0,-18.0
2017-06-30,2017,1,73,Armenia,ARM,480.0,527.0,-47.0
2017-06-30,2017,1,74,Uganda,UGA,476.0,478.0,-2.0
2017-06-30,2017,1,75,United Arab Emirates,UAE,459.0,450.0,9.0
2017-06-30,2017,1,76,Jamaica,JAM,442.0,435.0,7.0
2017-06-30,2017,1,77,China PR,CHN,441.0,425.0,16.0
2017-06-30,2017,1,78,Trinidad and Tobago,TRI,436.0,436.0,0.0
2017-06-30,2017,1,79,Qatar,QAT,435.0,374.0,61.0
2017-06-30,2017,1,80,Azerbaijan,AZE,427.0,439.0,-12.0
2017-06-30,2017,1,81,Mauritania,MTN,425.0,327.0,98.0
2017-06-30,2017,1,82,Syria,SYR,423.0,436.0,-13.0
2017-06-30,2017,1,83,Sierra Leone,SLE,415.0,309.0,106.0
2017-06-30,2017,1,84,Kenya,KEN,408.0,463.0,-55.0
2017-06-30,2017,1,85,Guinea-Bissau,GNB,407.0,330.0,77.0
2017-06-30,2017,1,86,Congo,CGO,399.0,412.0,-13.0
2017-06-30,2017,1,87,Libya,LBY,396.0,351.0,45.0
2017-06-30,2017,1,88,Norway,NOR,391.0,391.0,0.0
2017-06-30,2017,1,89,Madagascar,MAD,380.0,341.0,39.0
2017-06-30,2017,1,90,Faroe Islands,FRO,376.0,431.0,-55.0
2017-06-30,2017,1,91,Gabon,GAB,373.0,409.0,-36.0
2017-06-30,2017,1,92,Zambia,ZAM,369.0,335.0,34.0
2017-06-30,2017,1,93,Benin,BEN,366.0,427.0,-61.0
2017-06-30,2017,1,94,Palestine,PLE,364.0,294.0,70.0
2017-06-30,2017,1,95,Cyprus,CYP,358.0,356.0,2.0
2017-06-30,2017,1,96,India,IND,341.0,331.0,10.0
2017-06-30,2017,1,97,Mozambique,MOZ,336.0,326.0,10.0
2017-06-30,2017,1,98,Estonia,EST,334.0,337.0,-3.0
2017-06-30,2017,1,99,Lithuania,LTU,333.0,327.0,6.0
2017-06-30,2017,1,100,Canada,CAN,331.0,318.0,13.0
2017-06-30,2017,1,101,Zimbabwe,ZIM,324.0,303.0,21.0
2017-06-30,2017,1,102,Guatemala,GUA,320.0,344.0,-24.0
2017-06-30,2017,1,103,El Salvador,SLV,319.0,326.0,-7.0
2017-06-30,2017,1,103,Iraq,IRQ,319.0,280.0,39.0
2017-06-30,2017,1,105,Nicaragua,NCA,312.0,331.0,-19.0
2017-06-30,2017,1,106,Kazakhstan,KAZ,308.0,331.0,-23.0
2017-06-30,2017,1,107,Suriname,SUR,305.0,284.0,21.0
2017-06-30,2017,1,108,Jordan,JOR,300.0,318.0,-18.0
2017-06-30,2017,1,109,Togo,TOG,296.0,317.0,-21.0
2017-06-30,2017,1,110,Finland,FIN,293.0,323.0,-30.0
2017-06-30,2017,1,111,Malawi,MWI,291.0,287.0,4.0
2017-06-30,2017,1,112,Georgia,GEO,290.0,271.0,19.0
2017-06-30,2017,1,113,Korea DPR,PRK,288.0,307.0,-19.0
2017-06-30,2017,1,114,Tanzania,TAN,287.0,193.0,94.0
2017-06-30,2017,1,115,Cape Verde,CPV,284.0,418.0,-134.0
2017-06-30,2017,1,116,Niger,NIG,283.0,236.0,47.0
2017-06-30,2017,1,117,Antigua and Barbuda,ATG,276.0,349.0,-73.0
2017-06-30,2017,1,118,Equatorial Guinea,EQG,272.0,318.0,-46.0
2017-06-30,2017,1,119,Central African Republic,CTA,271.0,237.0,34.0
2017-06-30,2017,1,119,Oman,OMA,271.0,285.0,-14.0
2017-06-30,2017,1,121,Burundi,BDI,262.0,179.0,83.0
2017-06-30,2017,1,122,New Zealand,NZL,258.0,344.0,-86.0
2017-06-30,2017,1,123,Bahrain,BHR,257.0,232.0,25.0
2017-06-30,2017,1,124,Lebanon,LIB,255.0,228.0,27.0
2017-06-30,2017,1,124,St. Kitts and Nevis,SKN,255.0,362.0,-107.0
2017-06-30,2017,1,126,Philippines,PHI,249.0,251.0,-2.0
2017-06-30,2017,1,127,Kyrgyz Republic,KGZ,248.0,233.0,15.0
2017-06-30,2017,1,127,Rwanda,RWA,248.0,246.0,2.0
2017-06-30,2017,1,129,Andorra,AND,246.0,69.0,177.0
2017-06-30,2017,1,130,Latvia,LVA,242.0,271.0,-29.0
2017-06-30,2017,1,131,Thailand,THA,235.0,249.0,-14.0
2017-06-30,2017,1,132,Eswatini,SWZ,232.0,361.0,-129.0
2017-06-30,2017,1,133,Vietnam,VIE,231.0,235.0,-4.0
2017-06-30,2017,1,134,FYR Macedonia,MKD,228.0,218.0,10.0
2017-06-30,2017,1,135,Luxembourg,LUX,223.0,184.0,39.0
2017-06-30,2017,1,136,Ethiopia,ETH,215.0,265.0,-50.0
2017-06-30,2017,1,137,Turkmenistan,TKM,214.0,187.0,27.0
2017-06-30,2017,1,138,Botswana,BOT,204.0,273.0,-69.0
2017-06-30,2017,1,138,Lesotho,LES,204.0,190.0,14.0
2017-06-30,2017,1,140,Comoros,COM,203.0,186.0,17.0
2017-06-30,2017,1,141,Angola,ANG,201.0,188.0,13.0
2017-06-30,2017,1,142,Maldives,MDV,199.0,146.0,53.0
2017-06-30,2017,1,143,New Caledonia,NCL,196.0,133.0,63.0
2017-06-30,2017,1,143,South Sudan,SSD,196.0,183.0,13.0
2017-06-30,2017,1,145,Hong Kong,HKG,192.0,179.0,13.0
2017-06-30,2017,1,145,Yemen,YEM,192.0,268.0,-76.0
2017-06-30,2017,1,147,Taiwan,TPE,185.0,136.0,49.0
2017-06-30,2017,1,148,Tahiti,TAH,181.0,174.0,7.0
2017-06-30,2017,1,149,Tajikistan,TJK,179.0,205.0,-26.0
2017-06-30,2017,1,150,Liberia,LBR,172.0,174.0,-2.0
2017-06-30,2017,1,151,Chad,CHA,168.0,168.0,0.0
2017-06-30,2017,1,152,Puerto Rico,PUR,167.0,232.0,-65.0
2017-06-30,2017,1,153,Mauritius,MRI,166.0,175.0,-9.0
2017-06-30,2017,1,154,Solomon Islands,SOL,162.0,90.0,72.0
2017-06-30,2017,1,155,Afghanistan,AFG,160.0,140.0,20.0
2017-06-30,2017,1,156,Namibia,NAM,159.0,345.0,-186.0
2017-06-30,2017,1,157,Myanmar,MYA,157.0,132.0,25.0
2017-06-30,2017,1,158,Moldova,MDA,154.0,135.0,19.0
2017-06-30,2017,1,159,Dominican Republic,DOM,144.0,184.0,-40.0
2017-06-30,2017,1,160,Guyana,GUY,135.0,194.0,-59.0
2017-06-30,2017,1,161,Gambia,GAM,132.0,120.0,12.0
2017-06-30,2017,1,162,Papua New Guinea,PNG,130.0,169.0,-39.0
2017-06-30,2017,1,163,Grenada,GRN,128.0,131.0,-3.0
2017-06-30,2017,1,164,Bhutan,BHU,123.0,123.0,0.0
2017-06-30,2017,1,164,Cuba,CUB,123.0,124.0,-1.0
2017-06-30,2017,1,164,Sudan,SDN,123.0,140.0,-17.0
2017-06-30,2017,1,167,Belize,BLZ,119.0,188.0,-69.0
2017-06-30,2017,1,167,Malaysia,MAS,119.0,148.0,-29.0
2017-06-30,2017,1,169,Singapore,SGP,118.0,143.0,-25.0
2017-06-30,2017,1,170,Nepal,NEP,117.0,116.0,1.0
2017-06-30,2017,1,171,Laos,LAO,116.0,113.0,3.0
2017-06-30,2017,1,172,Aruba,ARU,113.0,114.0,-1.0
2017-06-30,2017,1,173,Cambodia,CAM,111.0,107.0,4.0
2017-06-30,2017,1,173,Kuwait,KUW,111.0,118.0,-7.0
2017-06-30,2017,1,175,Indonesia,IDN,110.0,105.0,5.0
2017-06-30,2017,1,176,Sao Tome e Principe,STP,98.0,98.0,0.0
2017-06-30,2017,1,177,Dominica,DMA,90.0,61.0,29.0
2017-06-30,2017,1,177,Kosovo,KOS,90.0,112.0,-22.0
2017-06-30,2017,1,179,St. Vincent / Grenadines,VIN,88.0,104.0,-16.0
2017-06-30,2017,1,180,Fiji,FIJ,87.0,87.0,0.0
2017-06-30,2017,1,181,Barbados,BRB,84.0,116.0,-32.0
2017-06-30,2017,1,182,Macau,MAC,82.0,77.0,5.0
2017-06-30,2017,1,183,St. Lucia,LCA,78.0,102.0,-24.0
2017-06-30,2017,1,184,Bermuda,BER,72.0,75.0,-3.0
2017-06-30,2017,1,185,American Samoa,ASA,64.0,64.0,0.0
2017-06-30,2017,1,185,Cook Islands,COK,64.0,64.0,0.0
2017-06-30,2017,1,185,Djibouti,DJI,64.0,53.0,11.0
2017-06-30,2017,1,188,Brunei Darussalam,BRU,62.0,65.0,-3.0
2017-06-30,2017,1,188,Guam,GUM,62.0,82.0,-20.0
2017-06-30,2017,1,190,Bangladesh,BAN,60.0,62.0,-2.0
2017-06-30,2017,1,191,Liechtenstein,LIE,56.0,69.0,-13.0
2017-06-30,2017,1,191,Malta,MLT,56.0,84.0,-28.0
2017-06-30,2017,1,193,Samoa,SAM,53.0,64.0,-11.0
2017-06-30,2017,1,194,Seychelles,SEY,51.0,57.0,-6.0
2017-06-30,2017,1,194,Vanuatu,VAN,51.0,94.0,-43.0
2017-06-30,2017,1,196,Timor-Leste,TLS,42.0,51.0,-9.0
2017-06-30,2017,1,197,Sri Lanka,SRI,34.0,34.0,0.0
2017-06-30,2017,1,198,Mongolia,MNG,30.0,34.0,-4.0
2017-06-30,2017,1,199,United States Virgin Islands,VIR,26.0,26.0,0.0
2017-06-30,2017,1,200,Pakistan,PAK,24.0,24.0,0.0
2017-06-30,2017,1,201,Montserrat,MSR,20.0,20.0,0.0
2017-06-30,2017,1,202,Cayman Islands,CAY,13.0,13.0,0.0
2017-06-30,2017,1,202,Turks and Caicos Islands,TCA,13.0,20.0,-7.0
2017-06-30,2017,1,204,San Marino,SMR,12.0,12.0,0.0
2017-06-30,2017,1,205,British Virgin Islands,VGB,6.0,6.0,0.0
2017-06-30,2017,1,206,Anguilla,AIA,0.0,0.0,0.0
2017-06-30,2017,1,206,Bahamas,BAH,0.0,0.0,0.0
2017-06-30,2017,1,206,Eritrea,ERI,0.0,0.0,0.0
2017-06-30,2017,1,206,Gibraltar,GIB,0.0,0.0,0.0
2017-06-30,2017,1,206,Somalia,SOM,0.0,0.0,0.0
2017-06-30,2017,1,206,Tonga,TGA,0.0,0.0,0.0
2017-12-31,2017,2,1,Germany,GER,1602.0,1602.0,0.0
2017-12-31,2017,2,2,Brazil,BRA,1483.0,1483.0,0.0
2017-12-31,2017,2,3,Portugal,POR,1358.0,1358.0,0.0
2017-12-31,2017,2,4,Argentina,ARG,1348.0,1348.0,0.0
2017-12-31,2017,2,5,Belgium,BEL,1325.0,1325.0,0.0
2017-12-31,2017,2,6,Spain,ESP,1231.0,1231.0,0.0
2017-12-31,2017,2,7,Poland,POL,1209.0,1209.0,0.0
2017-12-31,2017,2,8,Switzerland,SUI,1190.0,1190.0,0.0
2017-12-31,2017,2,9,France,FRA,1183.0,1183.0,0.0
2017-12-31,2017,2,10,Chile,CHI,1162.0,1162.0,0.0
2017-12-31,2017,2,11,Peru,PER,1128.0,1128.0,0.0
2017-12-31,2017,2,12,Denmark,DEN,1099.0,1099.0,0.0
2017-12-31,2017,2,13,Colombia,COL,1078.0,1078.0,0.0
2017-12-31,2017,2,14,Italy,ITA,1052.0,1052.0,0.0
2017-12-31,2017,2,15,England,ENG,1047.0,1047.0,0.0
2017-12-31,2017,2,16,Mexico,MEX,1032.0,1032.0,0.0
2017-12-31,2017,2,17,Croatia,CRO,1018.0,1018.0,0.0
2017-12-31,2017,2,18,Sweden,SWE,998.0,998.0,0.0
2017-12-31,2017,2,19,Wales,WAL,985.0,985.0,0.0
2017-12-31,2017,2,20,Netherlands,NED,952.0,952.0,0.0
2017-12-31,2017,2,21,Uruguay,URU,924.0,924.0,0.0
2017-12-31,2017,2,22,Iceland,ISL,910.0,910.0,0.0
2017-12-31,2017,2,23,Senegal,SEN,884.0,884.0,0.0
